"item_id";"company_id";"part_number";"name";"description";"barcode";"location_room";"location_row";"location_column";"location_shelf";"category_id";"current_quantity";"available_quantity";"recommended_lowest_quantity";"recommended_highest_quantity";"remarks";"active";"image_url";"sale_price";"factory_due_date";"suppliers_id";"fits_in_model";"created";"modified";"deleted";
"1";"0";"1006863";"Charcoalfilter mod.fwu 50";"Charcoalfilter mod.fwu 50";"1006863";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"2011-08-11 14:06:57";"2011-08-11 14:06:57";"0000-00-00 00:00:00";
"2";"0";"1006864";"Charcoalfilter mod.FWU 60";"Filter cover";"1006864";"2";"E";"1";"1";"0";"0.0";"0.0";"1.0";"9.0";"Filter cover - Item scraped as stocktaken on 28 Apr, 2014";"1";"NULL";"2.0";"0000-00-00";"10";"NULL";"2011-11-21 09:47:17";"March 28, 2012, 1:29 pm";"0000-00-00 00:00:00";
"3";"0";"1006923";"Grease filter  ft 60";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"4";"0";"1006924";"Lamp cover";"lamp cover";"1006924";"2";"E";"1";"1";"0";"3.0";"3.0";"0.0";"0.0";" - Item updated as stocktaken on 28 Apr, 2014 - Item updated as stocktaken on 26 Apr, 2015";"1";"NULL";"0.9";"0000-00-00";"10";"NULL";"0000-00-00 00:00:00";"August 22, 2013, 2:28 pm";"0000-00-00 00:00:00";
"5";"0";"1006929";"Grease filter  ft 50";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"6";"0";"1006931";"Exhaust flange  120";"NULL";"1006931";"NULL";"NULL";"NULL";"NULL";"0";"3.0";"3.0";"0.0";"0.0";" - Item updated as stocktaken on 28 Apr, 2014 - Item updated as stocktaken on 26 Apr, 2015";"1";"NULL";"0.9";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"7";"0";"1006932";"Plug 120";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"8";"0";"1006945";"Reflection plate";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"9";"0";"1006949";"Bulb 40w";"NULL";"1006949";"NULL";"NULL";"NULL";"NULL";"0";"1.0";"1.0";"0.0";"0.0";" - Item updated as stocktaken on 26 Apr, 2015";"1";"NULL";"1.8";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"10";"0";"1006953";"Masking cover fasten. set";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"11";"0";"1006954";"Masking cover zc50";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"12";"0";"1006955";"Hood casing zc50";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"13";"0";"1006956";"Blower set";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"14";"0";"1006957";"Masking cover zc60";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"2.0";"2.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"15";"0";"1006958";"Hood casing zc60";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"16";"0";"1006979";"Lamp socket";"Lamp socket";"NULL";"2";"D";"1";"1";"0";"0.0";"0.0";"0.0";"0.0";" - Item scraped as stocktaken on 28 Apr, 2014";"1";"NULL";"0.9";"0000-00-00";"10";"NULL";"0000-00-00 00:00:00";"August 22, 2013, 2:37 pm";"0000-00-00 00:00:00";
"17";"0";"1006988";"Exhaust handle-bar";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"18";"0";"1006996";"Blower scroll housing";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"19";"0";"1007242";"Blower wheel set";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"20";"0";"1007247";"Warning lamp protection";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"21";"0";"1007249";"Power supply cord";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"22";"0";"1007260";"Control board assembly";"Control board assembly";"NULL";"1";"D";"1";"1";"0";"0.0";"0.0";"0.0";"0.0";" - Item scraped as stocktaken on 28 Apr, 2014";"1";"NULL";"5.5";"0000-00-00";"10";"NULL";"0000-00-00 00:00:00";"August 21, 2013, 4:48 pm";"0000-00-00 00:00:00";
"23";"0";"1007261";"Plastic fastener";"fastener";"1007261";"1";"d";"1";"1";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.5";"0000-00-00";"10";"NULL";"0000-00-00 00:00:00";"August 22, 2013, 1:21 pm";"0000-00-00 00:00:00";
"24";"0";"1007262";"Fasteners blade";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";" - Item scraped as stocktaken on 28 Apr, 2014";"1";"NULL";"0.5";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"25";"0";"1007280";"Blowers plug";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"26";"0";"1007281";"Plastic wire fastener";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"27";"0";"1007282";"Motor";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"1.0";"1.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"28";"0";"1007287";"Filters holder";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"29";"0";"1007288";"Motors cord";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"30";"0";"1007290";"Bulbs cord";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"31";"0";"1007292";"Power supply cord";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"32";"0";"1007297";"Front panel";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"33";"0";"1007298";"Front panels cap right";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"34";"0";"1007299";"Front panels cap left";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"35";"0";"1007300";"Switches bracket";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"36";"0";"1007301";"Hood casing";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"37";"0";"1007306";"Blower wheels nut";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"38";"0";"1007307";"Blower wheel";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"39";"0";"1007310";"Control board assembly";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"40";"0";"1007311";"Sockets plastic nut";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"41";"0";"1007312";"Plastic fastener";"NULL";"1007312";"NULL";"NULL";"NULL";"NULL";"0";"5.0";"5.0";"0.0";"0.0";" - Item scraped as stocktaken on 28 Apr, 2014 - Item updated as stocktaken on 26 Apr, 2015";"1";"NULL";"0.5";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"42";"0";"1007313";"Slide-control set";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"43";"0";"1007314";"Nameplate";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"44";"0";"1007315";"Nameplate";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"45";"0";"1007316";"Slide-control cover i";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"46";"0";"1007317";"Slide-control cover i";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"47";"0";"1007318";"Slide-control cover ii";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"48";"0";"1007319";"Slide-control cover ii";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"49";"0";"1007320";"Long switch knob";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"50";"0";"1007321";"Long switch knob";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"51";"0";"1007322";"Short switch knob";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"52";"0";"1007323";"Short switch knob";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"53";"0";"1007324";"Front panel";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"54";"0";"1007325";"Hood casing amica";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"55";"0";"1007327";"Switches bracket";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"56";"0";"1007328";"Masking cover";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"57";"0";"1007329";"Masking cover";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"58";"0";"1007357";"Aluminium filter";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"59";"0";"1007760";"Reducer 150/120";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"60";"0";"1008126";"Hook spring";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"61";"0";"1008194";"Turntable ring";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"62";"0";"1008197";"Wave guide cover (mica plate)";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"63";"0";"1008211";"Turntable motor";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"64";"0";"1008212";"Turntable shaft";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"65";"0";"1008220";"Capacitor clamp";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"66";"0";"1008230";"Door opening button spring";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"67";"0";"1008480";"Glass tray";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"68";"0";"1009142";"Turbine k-28";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"69";"0";"1009547";"Reducer with flap";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"70";"0";"1009701";"Light bulb 40w";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"71";"0";"1009702";"Slide-control cover i";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"72";"0";"1009703";"Slide-control cover ii";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"73";"0";"1009840";"Wires clamp";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"74";"0";"1009981";"Fuse 5x20 1-6a 230v";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"75";"0";"1010290";"Masking frame - upper";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"76";"0";"1010291";"Bracket of masking frame - upper";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"77";"0";"1010292";"Masking frame - under";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"78";"0";"1010293";"Bulbs cord";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"79";"0";"1010295";"Rear ledge";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"80";"0";"1010940";"Short button";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"81";"0";"1010941";"Front ledge";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"82";"0";"1010942";"Isostat switch holder";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"83";"0";"1010943";"Lamp cover";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"84";"0";"1010944";"Hood casing";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"85";"0";"1010945";"Motor k-28";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"86";"0";"1011960";"Motor casing i";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"87";"0";"1011961";"Motor casing ii";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"88";"0";"1011962";"Motor's cord";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"89";"0";"1011963";"Motor k-28";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
"90";"0";"1011964";"Turbine";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"0";"0.0";"0.0";"0.0";"0.0";"NULL";"1";"NULL";"0.0";"0000-00-00";"0";"NULL";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00";
